Date,Stock_Iteration,ticker,pchange,vol_ratio,delivery_ratio,vs_nifty,pass/fail
2026-04-28,1,RELIANCE,1.6913164445746185,2.065887072013842,1.2604346989805733,2.0913164445746184,False
2026-04-28,2,HDFCBANK,-0.9179539123828817,0.6084072286479476,0.9583985121214524,-0.5179539123828817,False
2026-04-28,3,BAJFINANCE,0.2006942937730552,0.6456429560113032,1.038106135218122,0.6006942937730553,False
2026-04-28,4,BHARTIARTL,1.3021262567990795,1.061627010288824,1.0274018898787396,1.7021262567990796,False
2026-04-28,5,ICICIBANK,-1.6817593790426841,0.8377918969025847,0.8495171502270353,-1.281759379042684,False
2026-04-28,6,AXISBANK,-2.6582087297991275,1.28896822475332,1.0751169066018678,-2.2582087297991276,False
2026-04-28,7,ETERNAL,-0.9471994990019241,2.058010350223574,0.8957808823287424,-0.5471994990019241,False
2026-04-28,8,SBIN,-1.8482708998515947,0.5776763044472977,0.8453979506972311,-1.4482708998515945,False
2026-04-28,9,INFY,-1.5551567974023794,0.8604545472772527,0.9641034678885853,-1.1551567974023795,False
2026-04-28,10,BAJAJ-AUTO,-1.723245704823018,0.6827107090497723,0.9736927838410165,-1.3232457048230182,False
2026-04-28,11,ADANIPORTS,0.5587964384402769,0.7253848445403026,0.9499345605357538,0.958796438440277,False
2026-04-28,12,LT,-0.3922439313203101,0.4417509095252486,1.0192051517677145,0.00775606867968992,False
2026-04-28,13,M&M,-0.46093347086127456,0.8141487584617988,1.1638964245216668,-0.06093347086127454,False
2026-04-28,14,HINDUNILVR,-1.6664519177082067,0.6701926598205366,0.9717592934122901,-1.2664519177082068,False
2026-04-28,15,TCS,-0.1184834123222786,1.0207074173553925,1.2413714970098648,0.2815165876777214,False
2026-04-28,16,KOTAKBANK,0.30520169851379436,0.6176171331068889,0.8446558254065474,0.7052016985137943,False
2026-04-28,17,INDIGO,-2.6045777426992935,0.6793759332623901,1.0981761012174924,-2.2045777426992936,False
2026-04-28,18,SUNPHARMA,0.7960773002595878,3.9947077669756745,1.146363316373876,1.1960773002595877,False
2026-04-28,19,ADANIENT,3.9021448875872125,1.577386063749879,0.7798451099335845,4.302144887587213,False
2026-04-28,20,ULTRACEMCO,-1.6069941715237301,1.388134543319374,0.7846437302908974,-1.2069941715237302,False
